uid,year,data_year,country,area,fsw_sizeestimate_region,area.notes,method,PopSize,PopSize_notes,Prevalence,pse,type.of.uncertainty.measure,lower.uncertainty.measure,upper.uncertainty.measure,sample_size,requirement,notes,link,public,UID,title,ISO,adm1_geocode,iso_geocode
Mozambique2,2012,2012,Mozambique,Town,Maputo town (including Matola),NR,Literature estimate (5.0%),662809,using the FSW percentage of literature estimate ,0.05,33140,NR,NR,NR,400,"(1) To be a women aged of 15 years or older. (2) To have had sex for money in the past 6 months. (3) To live, socialize or work in the cities of the study. (4) To have a valid recruitment coupon. (5) To consent to participate in the study",the paper is in spanish ,https://globalhealthsciences.ucsf.edu/sites/globalhealthsciences.ucsf.edu/files/pub/ibbs-mts-relatorio-final.pdf,1,REPORTMOZ12,"Inquérito Integrado Biológico e Comportamental entre Mulheres Trabalhadoras de Sexo, Moçambique 2011–2012 Relatório Final",MOZ,NA,NA
Mozambique1,2008,2008,Mozambique,City,Moatize,"mapping was done to identify all the FSW working sites in the area, and FSWs are enumerated during the peak sex work activity time.",Enumeration,48500 for Moatize and Tete town in total,,0.091,1158,NR,NR,NR,,NR,Unclear if it is referencing the city or district,https://bmchealthservres.biomedcentral.com/articles/10.1186/1472-6963-10-144,1,LAFRCHQUE10,"Reproductive health services for populations at high risk of HIV: Performance of a night clinic in Tete province, Mozambique",MOZ,Tete,MOZ
Mozambique2,2012,2012,Mozambique,Town,Nampula town/Nacala,NR,Unique event multiplier,153466,,0.016,2429,NR,NR,NR,429,"(1) To be a women aged of 15 years or older. (2) To have had sex for money in the past 6 months. (3) To live, socialize or work in the cities of the study. (4) To have a valid recruitment coupon. (5) To consent to participate in the study",the paper is in spanish ,https://globalhealthsciences.ucsf.edu/sites/globalhealthsciences.ucsf.edu/files/pub/ibbs-mts-relatorio-final.pdf,1,REPORTMOZ12,"Inquérito Integrado Biológico e Comportamental entre Mulheres Trabalhadoras de Sexo, Moçambique 2011–2012 Relatório Final",MOZ,Nampula,MOZ
Mozambique2,2012,2012,Mozambique,Town,Nampula town/Nacala,NR,Literature estimate (5.0%),153466,using the FSW percentage of literature estimate ,0.05,7673,NR,NR,NR,429,"(1) To be a women aged of 15 years or older. (2) To have had sex for money in the past 6 months. (3) To live, socialize or work in the cities of the study. (4) To have a valid recruitment coupon. (5) To consent to participate in the study",the paper is in spanish ,https://globalhealthsciences.ucsf.edu/sites/globalhealthsciences.ucsf.edu/files/pub/ibbs-mts-relatorio-final.pdf,1,REPORTMOZ12,"Inquérito Integrado Biológico e Comportamental entre Mulheres Trabalhadoras de Sexo, Moçambique 2011–2012 Relatório Final",MOZ,Nampula,MOZ
Mozambique2,2012,2012,Mozambique,Town,Nampula town/Nacala,NR,Unique object multiplier,153466,,0.045,6929,NR,NR,NR,429,"(1) To be a women aged of 15 years or older. (2) To have had sex for money in the past 6 months. (3) To live, socialize or work in the cities of the study. (4) To have a valid recruitment coupon. (5) To consent to participate in the study",the paper is in spanish ,https://globalhealthsciences.ucsf.edu/sites/globalhealthsciences.ucsf.edu/files/pub/ibbs-mts-relatorio-final.pdf,1,REPORTMOZ12,"Inquérito Integrado Biológico e Comportamental entre Mulheres Trabalhadoras de Sexo, Moçambique 2011–2012 Relatório Final",MOZ,Nampula,MOZ
Mozambique1,2008,2008,Mozambique,Town,Tete town,"mapping was done to identify all the FSW working sites in the area, and FSWs are enumerated during the peak sex work activity time.",Enumeration,48500 for Moatize and Tete town in total,,0.091,3257,NR,NR,NR,,NR,,https://bmchealthservres.biomedcentral.com/articles/10.1186/1472-6963-10-144,1,LAFRCHQUE10,"Reproductive health services for populations at high risk of HIV: Performance of a night clinic in Tete province, Mozambique",MOZ,Tete,MOZ
Namibia3,2014,2013,Namibia,Town,Katima Mulilo,The estimates from each method were reviewed and synthesized in two rounds of stakeholder meetings to arrive at a final consensus and lower and upper acceptable estimates or “bounds”. ,modified Delphi,,,,800,"lower and upper ""acceptable"" bound",380,2000,309,"At least 18 years of age; Biologically female; Able to speak English, Oshiwambo, Silozi, or Afrikaans; Exchanged vaginal, anal, and/or oral sex for money during the 30 days preceding the IBBSS; Resident of the study area for at least six months preceding the IBBSS",,,0,,Integrated Biological and Behavioral Surveillance Studies among Female Sex Workers in Namibia,NAM,Zambezi,NAM
Namibia1,2012,2006,Namibia,Township,Katutura,NR,Citation,NR,,NR,1240,NR,NR,NR,,"female, male and transgender adults and young people who receive money or goods in exchange for sexual services, either regularly or occasionally, and who may or may not consciously define those activities as income-generating ",,https://esaro.unfpa.org/sites/default/files/pub-pdf/Sex%20Work%20and%20HIV%20in%20Namibia%20-%20Review%20of%20the%20literature%20and%20current%20programmes.pdf,1,REPORTNAM11,Sex Work and HIV in Namibia: Review of the literature and current programmes,NAM,Khomas,NAM
Namibia2,2013,2013,Namibia,City,Keetmanshoop,The estimates from each method were reviewed and synthesized in two rounds of stakeholder meetings to arrive at a final consensus and lower and upper acceptable estimates or “bounds”. ,modified Delphi,,,,800,"lower and upper ""acceptable"" bound",380,2000,,"At least 18 years of age; Biologically female; Able to speak English, Oshiwambo, Silozi, or Afrikaans; Exchanged vaginal, anal, and/or oral sex for money during the 30 days preceding the IBBSS; Resident of the study area for at least six months preceding the IBBSS",,,0,,Key populations. Presented at the 2015 PEPFAR COP (USAID),NAM,!Karas,NAM
Namibia3,2014,2013,Namibia,National,Namibia,"the results of these estimates were extrapolated by stakeholders to all other urban areas of Namibia where the IBBSS was not conducted, all rural areas of Namibia, and by combining with the IBBSS site estimates, Namibia in its entirety. ",stakeholder consensus ,,,,8082,"lower and upper ""acceptable"" bound",5377,20535,,"At least 18 years of age; Biologically female; Able to speak English, Oshiwambo, Silozi, or Afrikaans; Exchanged vaginal, anal, and/or oral sex for money during the 30 days preceding the IBBSS; Resident of the study area for at least six months preceding the IBBSS",,,0,COULD NOT FIND,Integrated Biological and Behavioral Surveillance Studies among Female Sex Workers in Namibia,NAM,Omaheke,NAM
Namibia1,2012,2006,Namibia,National,Namibia,NR,Citation,NR,,NR,11000,NR,NR,NR,,"female, male and transgender adults and young people who receive money or goods in exchange for sexual services, either regularly or occasionally, and who may or may not consciously define those activities as income-generating ",http://www.nationalplanningcycles.org/sites/default/files/country_docs/Namibia/namibia_2011-2016.pdf,https://esaro.unfpa.org/sites/default/files/pub-pdf/Sex%20Work%20and%20HIV%20in%20Namibia%20-%20Review%20of%20the%20literature%20and%20current%20programmes.pdf,1,REPORTNAM11,Sex Work and HIV in Namibia: Review of the literature and current programmes,NAM,Omaheke,NAM
Namibia1,2012,2006,Namibia,National,Namibia,NR,Citation,NR,,NR,20000,NR,NR,NR,,"female, male and transgender adults and young people who receive money or goods in exchange for sexual services, either regularly or occasionally, and who may or may not consciously define those activities as income-generating ","Priest offers prostitutes food, shelter, condoms. Spero Ecumenical News 1. Windhoek : s.n., October 20, 2006. http://www. speroforum.com/site/print.asp?idarticle=6215.",https://esaro.unfpa.org/sites/default/files/pub-pdf/Sex%20Work%20and%20HIV%20in%20Namibia%20-%20Review%20of%20the%20literature%20and%20current%20programmes.pdf,1,REPORTNAM11,Sex Work and HIV in Namibia: Review of the literature and current programmes,NAM,Omaheke,NAM
Namibia2,2013,2013,Namibia,Town,Oshakati,The estimates from each method were reviewed and synthesized in two rounds of stakeholder meetings to arrive at a final consensus and lower and upper acceptable estimates or “bounds”. ,modified Delphi,,,,900,"lower and upper ""acceptable"" bound",775,2750,,"At least 18 years of age; Biologically female; Able to speak English, Oshiwambo, Silozi, or Afrikaans; Exchanged vaginal, anal, and/or oral sex for money during the 30 days preceding the IBBSS; Resident of the study area for at least six months preceding the IBBSS",,,0,,Key populations. Presented at the 2015 PEPFAR COP (USAID),NAM,Oshana,NAM
Namibia3,2014,2013,Namibia,Town,Oshikango,The estimates from each method were reviewed and synthesized in two rounds of stakeholder meetings to arrive at a final consensus and lower and upper acceptable estimates or “bounds”. ,modified Delphi,,,,900,"lower and upper ""acceptable"" bound",775,2750,256,"At least 18 years of age; Biologically female; Able to speak English, Oshiwambo, Silozi, or Afrikaans; Exchanged vaginal, anal, and/or oral sex for money during the 30 days preceding the IBBSS; Resident of the study area for at least six months preceding the IBBSS",,,0,,Integrated Biological and Behavioral Surveillance Studies among Female Sex Workers in Namibia,NAM,Ohangwena,NAM
Namibia3,2014,2013,Namibia,City,Walvis Bay/Swakopmund,The estimates from each method were reviewed and synthesized in two rounds of stakeholder meetings to arrive at a final consensus and lower and upper acceptable estimates or “bounds”. ,modified Delphi,,,,900,"lower and upper ""acceptable"" bound",825,1500,307,"At least 18 years of age; Biologically female; Able to speak English, Oshiwambo, Silozi, or Afrikaans; Exchanged vaginal, anal, and/or oral sex for money during the 30 days preceding the IBBSS; Resident of the study area for at least six months preceding the IBBSS",,,0,,Integrated Biological and Behavioral Surveillance Studies among Female Sex Workers in Namibia,NAM,Erongo,NAM
Namibia3,2014,2013,Namibia,City,Windhoek,The estimates from each method were reviewed and synthesized in two rounds of stakeholder meetings to arrive at a final consensus and lower and upper acceptable estimates or “bounds”. ,modified Delphi,,,,3000,"lower and upper ""acceptable"" bound",1800,3400,316,"At least 18 years of age; Biologically female; Able to speak English, Oshiwambo, Silozi, or Afrikaans; Exchanged vaginal, anal, and/or oral sex for money during the 30 days preceding the IBBSS; Resident of the study area for at least six months preceding the IBBSS",,,0,,Integrated Biological and Behavioral Surveillance Studies among Female Sex Workers in Namibia,NAM,Khomas,NAM
Namibia1,2012,2006,Namibia,City,Windhoek,NR,Citation,NR,,NR,3400,NR,NR,NR,,"female, male and transgender adults and young people who receive money or goods in exchange for sexual services, either regularly or occasionally, and who may or may not consciously define those activities as income-generating ",,https://esaro.unfpa.org/sites/default/files/pub-pdf/Sex%20Work%20and%20HIV%20in%20Namibia%20-%20Review%20of%20the%20literature%20and%20current%20programmes.pdf,1,REPORTNAM11,Sex Work and HIV in Namibia: Review of the literature and current programmes,NAM,Khomas,NAM
Namibia1,2012,2006,Namibia,City,Windhoek,NR,Citation,NR,,NR,5000,NR,NR,NR,,"female, male and transgender adults and young people who receive money or goods in exchange for sexual services, either regularly or occasionally, and who may or may not consciously define those activities as income-generating ",,https://esaro.unfpa.org/sites/default/files/pub-pdf/Sex%20Work%20and%20HIV%20in%20Namibia%20-%20Review%20of%20the%20literature%20and%20current%20programmes.pdf,1,REPORTNAM11,Sex Work and HIV in Namibia: Review of the literature and current programmes,NAM,Khomas,NAM
Niger2,2012,,Niger,National,National,,,NR,,NR,28000,,,,,,,https://www.ncbi.nlm.nih.gov/pubmed/25723987,1,SEROMEICE15,Reorienting the HIV Response in Niger Toward Sex Work Interventions: From Better Evidence to Targeted and Expanded Practice,NER,NA,NA
Niger3,2013,,Niger,City,Niamey,,not found,,,,1716,,,,238,,,,2,,RESULTATS DE L’ETUDE DE CARTOGRAPHIE DES SITES PROSTITUTIONNELS DE LA COMMUNAUTE URBAINE DE NIAMEY,NER,Niamey,NER
Niger1,2004,,Niger,City,Niamey,,,NR,,0.026,11249,,,,,,,https://apps.who.int/iris/bitstream/handle/10665/44549/9789241501279_eng.pdf;jsessionid=8D37832AC288C7AC454A8B7D27AB017A?sequence=1,1,REPORTWHOAFRO11,Preventing HIV among sex workers in sub-Saharan Africa: A literature review,NER,Niamey,NER
Niger6,2013,,Niger,National,Niger,,,NR,,NR,28377,,,,,,,http://www.aidsinfoonline.org/kpatlas/document/NER/NER_2015_PSE_BS_SW_AGADEZ.pdf,1,,RAPPORT DE CARTOGRAPHIE DES SITES PROSTITUTIONNELS REGION D’AGADEZ,NER,Agadez,NER
Niger7,2015,,Niger,National,Niger,,,,,,43875,,,,,,,,0,,Reported by the country through the GARPR process,NER,Agadez,NER
Niger8,2016,,Niger,National,Niger,,NR,,,,46630,,,,,,,,0,,Reported by the country through the GARPR process 2016,NER,Agadez,NER
Niger9,2017,,Niger,National,Niger,,,,,,47645,,,,,FSW: Toute femme déclarant échanger des rapports sexuels contre des biens ou de l'argent.,,,0,,Reported by the country through the GARPR process 2017,NER,Agadez,NER
Niger4,2013,,Niger,City,Tahoua,,not found,,,,860,,,,48,,,,2,,RESULTATS DE L’ETUDE DE CARTOGRAPHIE DES SITES PROSTITUTIONNELS DE LA REGION DE TAHOUA,NER,Tahoua,NER
Niger5,2013,,Niger,City,Zinder,,not found,,,,622,,,,89,,,,2,,RESULTATS DE L’ETUDE DE CARTOGRAPHIE DES SITES PROSTITUTIONNELS DE LA REGION DE ZINDER,NER,Zinder,NER
